Long,Lat,#,Time
41:24:18.6,-50:55:06.1,2450,1587492781.1253827
41:41:41.4,-50:57:05.7,2451,1587492784.7332513
42:04:54.3,-50:59:40.9,2452,1587492788.3406851
42:22:20.7,-51:01:34.0,2453,1587492791.9558158
42:45:38.2,-51:04:00.4,2454,1587492795.5575507
43:08:58.2,-51:06:21.7,2455,1587492799.132409
43:26:29.8,-51:08:04.4,2456,1587492802.7394958
43:49:54.0,-51:10:16.8,2457,1587492806.3476653
44:07:28.6,-51:11:52.8,2458,1587492809.9550533
44:30:56.8,-51:13:56.4,2459,1587492813.562977
44:54:27.1,-51:15:54.8,2460,1587492817.1706636
45:12:06.1,-51:17:20.2,2461,1587492820.779133
45:35:40.0,-51:19:09.6,2462,1587492824.3872352
45:53:21.6,-51:20:28.3,2463,1587492827.9953096
46:16:58.7,-51:22:08.7,2464,1587492831.6029873
46:40:37.6,-51:23:44.0,2465,1587492835.210339
46:58:22.8,-51:24:52.0,2466,1587492838.7853706
47:22:04.5,-51:26:18.2,2467,1587492842.3939793
47:45:47.8,-51:27:39.1,2468,1587492846.00141
48:03:36.1,-51:28:36.4,2469,1587492849.5762606
48:27:21.8,-51:29:48.2,2470,1587492853.184497
48:45:11.8,-51:30:38.7,2471,1587492856.7928908
49:08:59.6,-51:31:41.4,2472,1587492860.3674095
49:26:51.1,-51:32:24.9,2473,1587492863.941893
49:50:40.7,-51:33:18.5,2474,1587492867.5497718
50:14:31.2,-51:34:06.7,2475,1587492871.1254795
50:38:22.6,-51:34:49.7,2476,1587492875.0312083
50:56:16.6,-51:35:18.5,2477,1587492878.639741
51:20:09.2,-51:35:52.3,2478,1587492882.2147174
51:38:04.0,-51:36:14.2,2479,1587492885.7889352
52:01:57.5,-51:36:38.8,2480,1587492889.3968148
52:25:51.4,-51:36:58.1,2481,1587492893.0049107
52:43:47.0,-51:37:09.2,2482,1587492896.613383
53:07:41.4,-51:37:19.2,2483,1587492900.1876388
53:25:37.3,-51:37:23.3,2484,1587492903.7951415
53:49:31.8,-51:37:24.2,2485,1587492907.4026144
54:13:26.3,-51:37:19.7,2486,1587492911.010728
54:31:22.1,-51:37:13.0,2487,1587492914.6185904
54:55:16.3,-51:36:59.3,2488,1587492918.2359822
55:13:11.8,-51:36:45.6,2489,1587492921.835124
55:37:05.4,-51:36:22.7,2490,1587492925.5769603
56:00:58.6,-51:35:54.5,2491,1587492929.1507475
56:18:53.1,-51:35:29.9,2492,1587492932.7583287
56:42:45.2,-51:34:52.6,2493,1587492936.3664422
57:00:38.8,-51:34:21.1,2494,1587492939.9745069
57:24:29.6,-51:33:34.5,2495,1587492943.5829444
57:48:19.4,-51:32:42.7,2496,1587492947.190417
58:06:11.2,-51:32:00.3,2497,1587492950.7986069
58:29:59.2,-51:30:59.3,2498,1587492954.4070675
58:53:46.1,-51:29:53.1,2499,1587492958.0147474
59:11:35.5,-51:29:00.0,2500,1587492961.6332507
59:35:20.2,-51:27:44.6,2501,1587492965.2305686
